register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
62f2d736dcc618b26efa,python,features/fusion_model_input.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
54560230780226c92b83,python,features/fusion_model_input.py,22,421,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
468d2275293db939781f,python,features/fusion_model_input.py,23,422,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
c474033da77e25393dc1,python,features/fusion_model_input.py,24,423,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
6ff126d01be524c6be93,python,features/fusion_model_input.py,25,424,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
5c6bcab70698d2fd4d77,python,features/fusion_model_input.py,26,425,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
2afdb9548a5c69f0da7c,python,features/fusion_model_input.py,27,426,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
bd00b2c328c802636a8f,python,features/fusion_model_input.py,28,100,FORMAL_KEEP_DERIVED,similar_setup_filters_from_canonical_features,similar_setup_filters_from_canonical_features,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,KEEP_DERIVED,,,CSV grep zero hits for similar_setup_filters_from_canonical_features | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
fe2fb2de5071a833a50a,python,features/fusion_model_input.py,29,427,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
02162f624566a50819c0,python,features/fusion_model_input.py,30,428,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
65db88a35f189ac1e204,python,features/fusion_model_input.py,31,429,FORMAL_NMD,L31 orchestration,L31_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
fcc05c67b2c0f57b98e0,python,features/fusion_model_input.py,32,430,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
b6c23078b6d0f66e7045,python,features/fusion_model_input.py,33,431,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
6307e048891f6226d375,python,features/fusion_model_input.py,34,432,FORMAL_NMD,L34 orchestration,L34_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
2540e7cb055c5a9ab072,python,features/fusion_model_input.py,35,433,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
99d6eaf2275b1313679f,python,features/fusion_model_input.py,36,434,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
4185cb647eec6e34890d,python,features/fusion_model_input.py,37,435,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
1387498d06e2ccc61d52,python,features/fusion_model_input.py,38,436,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
36f869ad57568546358a,python,features/fusion_model_input.py,39,437,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
3ec71193989651a1add6,python,features/fusion_model_input.py,40,438,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
0dd961b5c1d9e1383d88,python,features/fusion_model_input.py,41,439,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
27543b2f493014d7385b,python,features/fusion_model_input.py,42,440,FORMAL_NMD,L42 orchestration,L42_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
092b1e0dc615329de85d,python,features/fusion_model_input.py,43,441,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
62bb61ffa54bbd5a6bde,python,features/fusion_model_input.py,44,442,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
cb24206b682af3fb43c3,python,features/fusion_model_input.py,45,443,FORMAL_NMD,L45 orchestration,L45_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
add0bf09ed7a30acd016,python,features/fusion_model_input.py,46,444,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
c4d6967e91c53cc279f0,python,features/fusion_model_input.py,47,445,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
95b9ac9a77f7429f17b4,python,features/fusion_model_input.py,48,101,FORMAL_KEEP_DERIVED,similar_setup_filters_from_db_snapshot_row,similar_setup_filters_from_db_snapshot_row,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,KEEP_DERIVED,,,CSV grep zero hits for similar_setup_filters_from_db_snapshot_row | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
ef0acdc0f4c108246620,python,features/fusion_model_input.py,49,446,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
8eb6c135040280afdf73,python,features/fusion_model_input.py,50,447,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
7f2e1377bb74c344cade,python,features/fusion_model_input.py,51,448,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
643dea8d0d46ab2dd72d,python,features/fusion_model_input.py,52,449,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
8e75d57cc583eb2d36a1,python,features/fusion_model_input.py,53,450,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
de0ddec76e3a57e60c06,python,features/fusion_model_input.py,54,451,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
c732d02979f378e3faba,python,features/fusion_model_input.py,55,452,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
48d1073de9a6a9dce907,python,features/fusion_model_input.py,56,453,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
190a852659fffaba4963,python,features/fusion_model_input.py,57,454,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
c70fd0b6e823833ef57f,python,features/fusion_model_input.py,58,455,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
0e21955b81d33cc44cce,python,features/fusion_model_input.py,59,456,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
19331c2a973634b510e8,python,features/fusion_model_input.py,60,457,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
4a28a3bba125a5efa7ba,python,features/fusion_model_input.py,61,458,FORMAL_NMD,L61 orchestration,L61_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
f68055768d001f5b0c57,python,features/fusion_model_input.py,62,459,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
6e589ffc43778908f003,python,features/fusion_model_input.py,63,460,FORMAL_NMD,L63 orchestration,L63_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
62d7438016e5e2180054,python,features/fusion_model_input.py,64,461,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
bc5cf41817863982d789,python,features/fusion_model_input.py,65,462,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
5c55f63da507844088bf,python,features/fusion_model_input.py,66,463,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
33ff53637f04f6194511,python,features/fusion_model_input.py,67,464,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
977ecb95ac7d599b041f,python,features/fusion_model_input.py,68,102,FORMAL_KEEP_DERIVED,strip_mvp_keys_from_fusion_overlay,strip_mvp_keys_from_fusion_overlay,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,KEEP_DERIVED,,,CSV grep zero hits for strip_mvp_keys_from_fusion_overlay | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
f450de582fa406fedc71,python,features/fusion_model_input.py,69,465,FORMAL_NMD,L69 orchestration,L69_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
5577ab31c32c6dc85ca6,python,features/fusion_model_input.py,70,466,FORMAL_NMD,L70 orchestration,L70_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
a38e73f160d3d347fb18,python,features/fusion_model_input.py,71,467,FORMAL_NMD,L71 orchestration,L71_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
639466208ffb063c97ad,python,features/fusion_model_input.py,72,468,FORMAL_NMD,L72 orchestration,L72_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
3299e1f07e563a7b71f4,python,features/fusion_model_input.py,73,103,FORMAL_KEEP_DERIVED,assert_fusion_overlay_has_no_mvp_keys,assert_fusion_overlay_has_no_mvp_keys,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,KEEP_DERIVED,,,CSV grep zero hits for assert_fusion_overlay_has_no_mvp_keys | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
5e446984e25fdc56869f,python,features/fusion_model_input.py,74,469,FORMAL_NMD,L74 orchestration,L74_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
7a1b99b1d94913e6ad18,python,features/fusion_model_input.py,75,470,FORMAL_NMD,L75 orchestration,L75_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
63253118b1e4315376ce,python,features/fusion_model_input.py,76,471,FORMAL_NMD,L76 orchestration,L76_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
541b03643b6ac10cd0d1,python,features/fusion_model_input.py,77,472,FORMAL_NMD,L77 orchestration,L77_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
655bf6c07c9e945df4cc,python,features/fusion_model_input.py,78,473,FORMAL_NMD,L78 orchestration,L78_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/fusion_model_input.py,NOT_MARKET_DATA,,,Fusion stack overlay / similarity filter adapter | line anchored HEAD c4c477d; FIND-FMI1 Mapping guard; MSC1 consumer-layer pairing
