register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
cce7ea12e09d620d33ec,python,features/cascade_stack_contract.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
c5a390fe4dd0348899b1,python,features/cascade_stack_contract.py,34,432,FORMAL_NMD,L34 orchestration,L34_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
cadaf00084bbd2f004a2,python,features/cascade_stack_contract.py,35,433,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
b1e2be9e9f43eaf1f1c0,python,features/cascade_stack_contract.py,36,434,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
42626739731c3158881d,python,features/cascade_stack_contract.py,37,435,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
6b7ab195a78a6f85f04a,python,features/cascade_stack_contract.py,38,436,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
127cbb53fe66e6de58ae,python,features/cascade_stack_contract.py,39,437,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
4ad17b94ab93ead797a1,python,features/cascade_stack_contract.py,40,438,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
5f962a158ce0ad3eb56d,python,features/cascade_stack_contract.py,41,439,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
2c65e3e40aaf3fc77b11,python,features/cascade_stack_contract.py,42,103,FORMAL_KEEP_DERIVED,TRANSFORMER_STAGE_CASCADE_INPUT_FROM_UPSTREAM (6 probs),TRANSFORMER_STAGE_CASCADE_INPUT_FROM_UPSTREAM_(6_probs),,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,KEEP_DERIVED,,,CSV grep zero hits for TRANSFORMER_STAGE_CASCADE_INPUT_FROM_UPSTREAM | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
68a82aeb563bee120752,python,features/cascade_stack_contract.py,43,440,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
f296beae1857c77e5de8,python,features/cascade_stack_contract.py,44,441,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
1409866b9dc6ddb3c29d,python,features/cascade_stack_contract.py,45,442,FORMAL_NMD,L45 orchestration,L45_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
15e08070caa6f7ac6a1f,python,features/cascade_stack_contract.py,46,443,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
5850542dfc018787ce7d,python,features/cascade_stack_contract.py,47,444,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
63bcc153f2e0d01150da,python,features/cascade_stack_contract.py,48,445,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
2dea3e78591827073a64,python,features/cascade_stack_contract.py,49,446,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
72461a711becd3b1754c,python,features/cascade_stack_contract.py,50,447,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
f58de79bc9d9d234414a,python,features/cascade_stack_contract.py,51,448,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
334a4370c7a48c5f113b,python,features/cascade_stack_contract.py,52,449,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
d68d9d9b0e3096d14a39,python,features/cascade_stack_contract.py,53,450,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
f309a9a0304852130279,python,features/cascade_stack_contract.py,54,451,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
f3c224f60a05da061661,python,features/cascade_stack_contract.py,55,452,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
71f8a6615a495a87f470,python,features/cascade_stack_contract.py,56,453,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
47eb68002b191816541c,python,features/cascade_stack_contract.py,57,454,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
17a77f26979bd06843f9,python,features/cascade_stack_contract.py,58,455,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ca601a4f2d8ac680dc22,python,features/cascade_stack_contract.py,59,456,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
da99c11241e83ce51814,python,features/cascade_stack_contract.py,60,457,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
eb8ac4e068192f08a96c,python,features/cascade_stack_contract.py,61,458,FORMAL_NMD,L61 orchestration,L61_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
3bd5a1b7111d2c8d80e1,python,features/cascade_stack_contract.py,62,459,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
91aa014b574952ee1d30,python,features/cascade_stack_contract.py,63,460,FORMAL_NMD,L63 orchestration,L63_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
bfbaa7b58724aee85fd6,python,features/cascade_stack_contract.py,64,461,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
f7b11e7055b14b8a7f66,python,features/cascade_stack_contract.py,65,462,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
37866bbdbd91b1095cbd,python,features/cascade_stack_contract.py,66,463,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
4cd53a5911afd610b6e6,python,features/cascade_stack_contract.py,67,464,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ce73fa695a11350af51f,python,features/cascade_stack_contract.py,68,100,FORMAL_KEEP_DERIVED,validate_cascade_inference_lineage,validate_cascade_inference_lineage,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,KEEP_DERIVED,,,CSV grep zero hits for validate_cascade_inference_lineage | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
799343250a45237d1ebb,python,features/cascade_stack_contract.py,69,465,FORMAL_NMD,L69 orchestration,L69_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
a2d71d19efa4a699f058,python,features/cascade_stack_contract.py,70,466,FORMAL_NMD,L70 orchestration,L70_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
8cc2c0bd38e4f601e55c,python,features/cascade_stack_contract.py,71,467,FORMAL_NMD,L71 orchestration,L71_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
03e5fcdc0fc8ed23c07e,python,features/cascade_stack_contract.py,72,468,FORMAL_NMD,L72 orchestration,L72_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
54c032b2fbdb85acfa3d,python,features/cascade_stack_contract.py,73,469,FORMAL_NMD,L73 orchestration,L73_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
b59bc3e1e061735db0e2,python,features/cascade_stack_contract.py,74,470,FORMAL_NMD,L74 orchestration,L74_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ee23d3d897febb59dfe7,python,features/cascade_stack_contract.py,75,471,FORMAL_NMD,L75 orchestration,L75_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
